"Index","Name","Age","Nationality","Overall","Potential","Preferred Foot","Height","Weight","Standardized Height","Height Percentile"
10070,"Devlin","24","Scotland",65,70,"Right",74,174,0.995967263296877,0.84036697427128
10071,"Serra","20","Germany",65,78,"Left",76,192,1.75077891701094,0.960008000219213
10072,"Faivre","31","Switzerland",65,65,"Right",74,183,0.995967263296877,0.84036697427128
10073,"Ellis","27","UnitedStates",65,66,"Right",69,159,-0.891061870988268,0.186447989397852
10074,"Janoszka","31","Poland",65,65,"Left",71,168,-0.13625021727421,0.445811738816824
10075,"Azango","21","Nigeria",65,74,"Left",65,139,-2.40068517841638,0.00818220428633721
10076,"Kennedy","23","Scotland",65,71,"Right",69,143,-0.891061870988268,0.186447989397852
10077,"Fitzgerald","26","Australia",65,65,"Right",69,154,-0.891061870988268,0.186447989397852
10078,"Kudo","28","Japan",65,65,"Right",70,163,-0.513656044131239,0.303746244407079
10079,"Busch","32","Sweden",65,65,"Left",71,181,-0.13625021727421,0.445811738816824
10080,"Harriman","25","Ireland",65,67,"Right",66,163,-2.02327935155936,0.0215221772540829
10081,"Görtler","24","Germany",65,71,"Right",73,181,0.618561436439848,0.731897343398344
10082,"Ovono","35","Gabon",65,65,"Right",73,190,0.618561436439848,0.731897343398344
10083,"Pellegrini","19","Italy",65,79,"Left",70,159,-0.513656044131239,0.303746244407079
10084,"Larsen","26","Norway",65,66,"Right",72,163,0.241155609582819,0.595282742962414
10085,"Kruiswijk","33","Netherlands",65,65,"Left",74,170,0.995967263296877,0.84036697427128
10086,"Jaakkola","31","Finland",65,65,"Right",76,194,1.75077891701094,0.960008000219213
10087,"Chong","18","Netherlands",65,85,"Left",72,154,0.241155609582819,0.595282742962414
10088,"Alvarenga","30","Paraguay",65,65,"Right",75,172,1.37337309015391,0.915181804492968
10089,"Pascali","36","Italy",65,65,"Right",74,183,0.995967263296877,0.84036697427128
10090,"Dyer","35","England",65,65,"Left",68,154,-1.2684676978453,0.102315489580169
10091,"Delecroix","29","France",65,66,"Right",73,168,0.618561436439848,0.731897343398344
10092,"Hooi","26","Curacao",65,65,"Right",67,134,-1.64587352470233,0.0498949003918574
10093,"Riley","26","England",65,66,"Right",72,157,0.241155609582819,0.595282742962414
10094,"López","26","Algeria",65,65,"Right",68,139,-1.2684676978453,0.102315489580169
10095,"Stokes","27","England",65,66,"Left",73,183,0.618561436439848,0.731897343398344
10096,"Campbell","25","UnitedStates",65,69,"Right",74,187,0.995967263296877,0.84036697427128
10097,"Marcão","22","Brazil",65,69,"Right",74,174,0.995967263296877,0.84036697427128
10098,"Mungo","25","Italy",65,67,"Right",69,150,-0.891061870988268,0.186447989397852
10099,"Marinelli","29","Argentina",65,66,"Right",71,174,-0.13625021727421,0.445811738816824
10100,"Wegkamp","25","Germany",65,70,"Right",76,185,1.75077891701094,0.960008000219213
10101,"Gersbach","21","Australia",65,75,"Left",72,161,0.241155609582819,0.595282742962414
10102,"Ju","19","KoreaRepublic",65,73,"Right",69,152,-0.891061870988268,0.186447989397852
10103,"Tacalfred","37","France",65,65,"Right",69,172,-0.891061870988268,0.186447989397852
10104,"Durmu?","24","Turkey",65,69,"Left",71,161,-0.13625021727421,0.445811738816824
10105,"Méndez","21","Ecuador",65,74,"Right",70,154,-0.513656044131239,0.303746244407079
10106,"Otero","34","Colombia",65,65,"Right",73,165,0.618561436439848,0.731897343398344
10107,"Jin","20","KoreaRepublic",65,77,"Right",70,139,-0.513656044131239,0.303746244407079
10108,"Christensen","29","Denmark",65,65,"Left",68,168,-1.2684676978453,0.102315489580169
10109,"DeLeon","27","UnitedStates",65,65,"Right",70,170,-0.513656044131239,0.303746244407079
10110,"Grozurek","26","Austria",65,66,"Right",74,183,0.995967263296877,0.84036697427128
10111,"Narváez","33","Colombia",65,65,"Right",70,181,-0.513656044131239,0.303746244407079
10112,"McArdle","31","NorthernIreland",65,65,"Right",73,161,0.618561436439848,0.731897343398344
10113,"Pérez","20","UnitedStates",65,81,"Left",65,141,-2.40068517841638,0.00818220428633721
10114,"Loureiro","21","Spain",65,73,"Right",71,168,-0.13625021727421,0.445811738816824
10115,"Hernández","20","Spain",65,79,"Left",72,159,0.241155609582819,0.595282742962414
10116,"Appiah","27","Ghana",65,65,"Right",71,176,-0.13625021727421,0.445811738816824
10117,"Kirilov","26","Bulgaria",65,66,"Right",67,132,-1.64587352470233,0.0498949003918574
10118,"Matynia","22","Poland",65,72,"Right",71,154,-0.13625021727421,0.445811738816824
10119,"Gámez","26","Spain",65,66,"Right",69,157,-0.891061870988268,0.186447989397852
10120,"Ademi","26","Switzerland",65,66,"Right",74,187,0.995967263296877,0.84036697427128
10121,"Bjørdal","32","Norway",65,65,"Right",74,181,0.995967263296877,0.84036697427128
10122,"Stolz","34","Germany",65,65,"Right",74,196,0.995967263296877,0.84036697427128
10123,"García","28","Spain",65,67,"Left",71,163,-0.13625021727421,0.445811738816824
10124,"Sonko","22","Sweden",65,72,"Right",74,185,0.995967263296877,0.84036697427128
10125,"Boži?","30","Croatia",65,65,"Right",72,170,0.241155609582819,0.595282742962414
10126,"Guridi","23","Spain",65,73,"Left",70,141,-0.513656044131239,0.303746244407079
10127,"González","21","Spain",65,73,"Right",69,143,-0.891061870988268,0.186447989397852
10128,"Thomas","31","England",65,65,"Right",71,168,-0.13625021727421,0.445811738816824
10129,"Costly","22","Germany",65,72,"Right",72,165,0.241155609582819,0.595282742962414
10130,"Knoflach","24","Austria",65,71,"Right",72,181,0.241155609582819,0.595282742962414
10131,"Vyner","21","England",65,72,"Right",74,150,0.995967263296877,0.84036697427128
10132,"Atik","23","Turkey",65,72,"Right",67,159,-1.64587352470233,0.0498949003918574
10133,"Goujon","22","France",65,74,"Right",71,150,-0.13625021727421,0.445811738816824
10134,"Ferrier","23","England",65,70,"Right",72,165,0.241155609582819,0.595282742962414
10135,"Salinas","28","Chile",65,65,"Left",67,163,-1.64587352470233,0.0498949003918574
10136,"Nakamachi","32","Japan",65,65,"Right",69,163,-0.891061870988268,0.186447989397852
10137,"Ekkelenkamp","18","Netherlands",65,78,"Right",72,165,0.241155609582819,0.595282742962414
10138,"Haquin","20","Bolivia",65,72,"Right",71,168,-0.13625021727421,0.445811738816824
10139,"Legge","33","England",65,65,"Right",76,176,1.75077891701094,0.960008000219213
10140,"Harris","25","England",65,68,"Right",69,150,-0.891061870988268,0.186447989397852
10141,"Avellaneda","28","Colombia",65,67,"Right",72,185,0.241155609582819,0.595282742962414
10142,"Ávila","24","Colombia",65,71,"Right",70,154,-0.513656044131239,0.303746244407079
10143,"Almebäck","30","Sweden",65,65,"Right",72,183,0.241155609582819,0.595282742962414
10144,"Günther-Schmidt","23","Germany",65,72,"Right",72,179,0.241155609582819,0.595282742962414
10145,"Rivero","22","Argentina",65,75,"Right",67,163,-1.64587352470233,0.0498949003918574
10146,"Argudo","22","UnitedStates",65,72,"Right",69,150,-0.891061870988268,0.186447989397852
10147,"Leutwiler","29","Canada",65,65,"Right",76,176,1.75077891701094,0.960008000219213
10148,"Ortiz","27","Chile",65,65,"Left",67,161,-1.64587352470233,0.0498949003918574
10149,"Demirovi?","20","BosniaHerzegovina",65,79,"Right",72,168,0.241155609582819,0.595282742962414
10150,"Petryk","23","Uruguay",65,72,"Right",72,176,0.241155609582819,0.595282742962414
10151,"O'Keefe","27","England",65,65,"Right",68,141,-1.2684676978453,0.102315489580169
10152,"Ju","25","KoreaRepublic",65,68,"Right",72,165,0.241155609582819,0.595282742962414
10153,"?ermák","23","CzechRepublic",65,72,"Left",71,165,-0.13625021727421,0.445811738816824
10154,"Schreiner","29","Austria",65,65,"Left",71,163,-0.13625021727421,0.445811738816824
10155,"Ba","19","France",65,78,"Right",72,163,0.241155609582819,0.595282742962414
10156,"Moses","22","Nigeria",65,73,"Right",69,165,-0.891061870988268,0.186447989397852
10157,"Daniels","30","England",65,65,"Right",77,198,2.12818474386796,0.983339115386145
10158,"Laursen","26","Denmark",65,68,"Right",72,174,0.241155609582819,0.595282742962414
10159,"Cullen","22","Ireland",65,75,"Right",69,154,-0.891061870988268,0.186447989397852
10160,"Kijewski","22","Germany",65,73,"Left",69,163,-0.891061870988268,0.186447989397852
10161,"Passi","20","France",65,76,"Right",74,172,0.995967263296877,0.84036697427128
10162,"Müller","23","Germany",65,69,"Right",74,174,0.995967263296877,0.84036697427128
10163,"Procházka","29","Slovakia",65,65,"Right",72,170,0.241155609582819,0.595282742962414
10164,"Alvarez","33","ElSalvador",65,65,"Left",69,170,-0.891061870988268,0.186447989397852
10165,"Vallejo","26","Spain",65,69,"Right",74,163,0.995967263296877,0.84036697427128
10166,"Pepi?","22","Montenegro",65,72,"Left",70,170,-0.513656044131239,0.303746244407079
10167,"Jesus","21","Brazil",65,76,"Left",74,176,0.995967263296877,0.84036697427128
10168,"Gebers","32","Germany",65,65,"Right",74,168,0.995967263296877,0.84036697427128
10169,"Pimentel","28","Mexico",65,65,"Right",69,170,-0.891061870988268,0.186447989397852
10170,"Jackson-Hamel","24","Canada",65,69,"Right",73,187,0.618561436439848,0.731897343398344
10171,"Zanon","26","Brazil",65,65,"Right",73,176,0.618561436439848,0.731897343398344
10172,"Amos","21","England",65,79,"Left",70,159,-0.513656044131239,0.303746244407079
10173,"Gomez","22","Colombia",65,75,"Left",67,148,-1.64587352470233,0.0498949003918574
10174,"Santana","27","Spain",65,65,"Right",69,143,-0.891061870988268,0.186447989397852
10175,"M'Bone","25","Cameroon",65,70,"Right",73,181,0.618561436439848,0.731897343398344
10176,"Ruíz","23","Spain",65,70,"Left",70,161,-0.513656044131239,0.303746244407079
10177,"Deschamps","34","Chile",65,65,"Right",72,170,0.241155609582819,0.595282742962414
10178,"Feuillassier","20","Argentina",65,80,"Right",68,152,-1.2684676978453,0.102315489580169
10179,"Haglund","31","Sweden",65,65,"Right",74,194,0.995967263296877,0.84036697427128
10180,"Henrique","33","Brazil",65,65,"Right",65,132,-2.40068517841638,0.00818220428633721
10181,"Hemmings","26","England",65,66,"Right",73,172,0.618561436439848,0.731897343398344
10182,"Jerez","31","Chile",65,65,"Right",71,176,-0.13625021727421,0.445811738816824
10183,"Ponce","20","Chile",65,78,"Right",71,150,-0.13625021727421,0.445811738816824
10184,"Ford","22","UnitedStates",65,74,"Right",74,185,0.995967263296877,0.84036697427128
10185,"Grzyb","35","Poland",65,65,"Right",69,165,-0.891061870988268,0.186447989397852
10186,"Gunning","27","Ireland",65,65,"Left",74,176,0.995967263296877,0.84036697427128
10187,"Šehi?","29","BosniaHerzegovina",65,66,"Right",75,174,1.37337309015391,0.915181804492968
10188,"Potts","23","England",65,70,"Right",74,179,0.995967263296877,0.84036697427128
10189,"Hughes","38","NorthernIreland",65,65,"Right",72,154,0.241155609582819,0.595282742962414
10190,"Steer","25","England",65,70,"Left",72,176,0.241155609582819,0.595282742962414
10191,"Sharahili","31","SaudiArabia",65,65,"Left",74,194,0.995967263296877,0.84036697427128
10192,"Hamilton","22","Canada",65,72,"Left",72,183,0.241155609582819,0.595282742962414
10193,"Reimerink","28","Netherlands",65,65,"Right",73,174,0.618561436439848,0.731897343398344
10194,"Woodrow","23","England",65,72,"Right",72,163,0.241155609582819,0.595282742962414
10195,"Georgievski","30","FYRMacedonia",65,65,"Right",70,165,-0.513656044131239,0.303746244407079
10196,"Escalante","26","Colombia",65,65,"Right",68,163,-1.2684676978453,0.102315489580169
10197,"Davis","20","England",65,76,"Right",74,165,0.995967263296877,0.84036697427128
10198,"Morales","27","Chile",65,67,"Right",75,194,1.37337309015391,0.915181804492968
10199,"Omoh","26","Nigeria",65,65,"Right",73,183,0.618561436439848,0.731897343398344
10200,"Guerra","19","Chile",65,78,"Right",69,141,-0.891061870988268,0.186447989397852
10201,"Schürpf","28","Switzerland",65,65,"Left",75,183,1.37337309015391,0.915181804492968
10202,"Davies","32","Wales",65,65,"Right",74,187,0.995967263296877,0.84036697427128
10203,"Keita","31","Guinea",65,65,"Right",73,165,0.618561436439848,0.731897343398344
10204,"Erquiaga","20","Argentina",65,75,"Left",70,139,-0.513656044131239,0.303746244407079
10205,"Abena","23","Suriname",65,69,"Right",75,174,1.37337309015391,0.915181804492968
10206,"Seok","24","KoreaRepublic",65,72,"Right",75,176,1.37337309015391,0.915181804492968
10207,"Wheeler","27","England",65,65,"Right",71,168,-0.13625021727421,0.445811738816824
10208,"García","25","Spain",65,67,"Left",69,143,-0.891061870988268,0.186447989397852
10209,"Sané","25","Germany",65,67,"Right",74,190,0.995967263296877,0.84036697427128
10210,"Solís","35","Colombia",65,65,"Right",73,183,0.618561436439848,0.731897343398344
10211,"Pick","22","Germany",65,73,"Right",69,148,-0.891061870988268,0.186447989397852
10212,"Merelli","22","Italy",65,71,"Left",74,172,0.995967263296877,0.84036697427128
10213,"Lie","36","ChinaPR",65,65,"Right",75,187,1.37337309015391,0.915181804492968
10214,"Šipovi?","27","BosniaHerzegovina",65,66,"Right",78,201,2.50559057072499,0.993887645754496
10215,"Miyaichi","25","Japan",65,68,"Right",72,157,0.241155609582819,0.595282742962414
10216,"Burnet","27","Netherlands",65,65,"Left",67,143,-1.64587352470233,0.0498949003918574
10217,"Bickel","27","Germany",65,65,"Right",70,154,-0.513656044131239,0.303746244407079
10218,"McCarthy","25","UnitedStates",65,70,"Right",75,181,1.37337309015391,0.915181804492968
10219,"Dekker","20","Netherlands",65,72,"Right",72,172,0.241155609582819,0.595282742962414
10220,"Niakaté","18","France",65,81,"Left",72,168,0.241155609582819,0.595282742962414
10221,"Marcandella","21","Italy",65,74,"Right",68,154,-1.2684676978453,0.102315489580169
10222,"Won","34","KoreaRepublic",65,65,"Left",69,152,-0.891061870988268,0.186447989397852
10223,"Ioannidis","24","Greece",65,68,"Right",74,176,0.995967263296877,0.84036697427128
10224,"Barylla","21","Germany",65,73,"Right",70,165,-0.513656044131239,0.303746244407079
10225,"González","26","Paraguay",65,69,"Right",70,154,-0.513656044131239,0.303746244407079
10226,"Treand","32","France",65,65,"Right",70,163,-0.513656044131239,0.303746244407079
10227,"Markkanen","26","Finland",65,66,"Left",78,214,2.50559057072499,0.993887645754496
10228,"McCormack","34","Ireland",65,65,"Right",71,141,-0.13625021727421,0.445811738816824
10229,"Firenze","25","Italy",65,67,"Right",71,154,-0.13625021727421,0.445811738816824
10230,"Maela","25","SouthAfrica",65,67,"Left",67,150,-1.64587352470233,0.0498949003918574
10231,"Romo","23","Mexico",65,73,"Right",72,185,0.241155609582819,0.595282742962414
10232,"Xinli","26","ChinaPR",65,66,"Left",69,137,-0.891061870988268,0.186447989397852
10233,"Zwischenbrugger","28","Austria",65,65,"Right",74,176,0.995967263296877,0.84036697427128
10234,"Taylor","23","Finland",65,71,"Right",72,176,0.241155609582819,0.595282742962414
10235,"Clarke","26","England",65,65,"Right",71,170,-0.13625021727421,0.445811738816824
10236,"Cropper","25","UnitedStates",65,69,"Right",76,201,1.75077891701094,0.960008000219213
10237,"Garuccio","23","Australia",65,72,"Left",69,154,-0.891061870988268,0.186447989397852
10238,"Fofana","20","Mali",65,80,"Right",73,165,0.618561436439848,0.731897343398344
10239,"Beltrán","20","Mexico",65,75,"Right",65,146,-2.40068517841638,0.00818220428633721
10240,"Carranza","18","Argentina",65,83,"Right",72,165,0.241155609582819,0.595282742962414
10241,"Arias","23","Curacao",65,70,"Right",75,176,1.37337309015391,0.915181804492968
10242,"Bergqvist","25","Sweden",65,69,"Right",73,192,0.618561436439848,0.731897343398344
10243,"Clarke-Harris","23","England",65,70,"Left",72,157,0.241155609582819,0.595282742962414
10244,"Cámara","24","Spain",65,71,"Left",71,146,-0.13625021727421,0.445811738816824
10245,"Da","23","Argentina",65,71,"Right",69,154,-0.891061870988268,0.186447989397852
10246,"Scheu","23","Germany",65,71,"Right",70,163,-0.513656044131239,0.303746244407079
10247,"Bigirimana","24","England",65,69,"Right",68,157,-1.2684676978453,0.102315489580169
10248,"Hajri","35","Tunisia",65,65,"Right",74,163,0.995967263296877,0.84036697427128
10249,"Langer","33","Austria",65,65,"Right",77,205,2.12818474386796,0.983339115386145
10250,"Allison","27","Mexico",65,66,"Right",75,198,1.37337309015391,0.915181804492968
10251,"Walker","26","England",65,68,"Right",78,172,2.50559057072499,0.993887645754496
10252,"Olum","33","Kenya",65,65,"Right",74,183,0.995967263296877,0.84036697427128
10253,"Giraldo","38","Colombia",65,65,"Right",71,174,-0.13625021727421,0.445811738816824
10254,"Cros","23","France",65,70,"Left",67,152,-1.64587352470233,0.0498949003918574
10255,"Yong","25","KoreaRepublic",65,68,"Right",72,165,0.241155609582819,0.595282742962414
10256,"Ouahim","20","Morocco",65,76,"Right",69,150,-0.891061870988268,0.186447989397852
10257,"Walker","28","Sweden",65,65,"Right",70,159,-0.513656044131239,0.303746244407079
10258,"Benet","23","France",65,73,"Right",73,165,0.618561436439848,0.731897343398344
10259,"Villarruel","27","Argentina",65,66,"Right",68,163,-1.2684676978453,0.102315489580169
10260,"Hadebe","22","Zimbabwe",65,75,"Left",71,185,-0.13625021727421,0.445811738816824
10261,"Patrick","24","CapeVerde",65,69,"Right",75,161,1.37337309015391,0.915181804492968
10262,"Diedhiou","30","Senegal",65,65,"Right",75,168,1.37337309015391,0.915181804492968
10263,"Pérez","28","Italy",65,65,"Right",74,190,0.995967263296877,0.84036697427128
10264,"Dalmeira","30","Brazil",65,65,"Right",73,168,0.618561436439848,0.731897343398344
10265,"Alfred","22","Spain",65,72,"Right",71,165,-0.13625021727421,0.445811738816824
10266,"Bustos","23","Spain",65,72,"Left",68,154,-1.2684676978453,0.102315489580169
10267,"Azzaoui","20","Belgium",65,77,"Right",70,159,-0.513656044131239,0.303746244407079
10268,"Marillat","23","France",65,70,"Right",72,168,0.241155609582819,0.595282742962414
10269,"Fidalgo","21","Spain",65,75,"Right",69,150,-0.891061870988268,0.186447989397852
10270,"Togashi","24","Japan",65,69,"Right",70,161,-0.513656044131239,0.303746244407079
10271,"Figueras","21","Spain",65,75,"Right",71,163,-0.13625021727421,0.445811738816824
10272,"Tormena","22","Brazil",65,71,"Right",76,185,1.75077891701094,0.960008000219213
10273,"Matuszek","29","Poland",65,65,"Right",73,174,0.618561436439848,0.731897343398344
10274,"Tønne","27","Norway",65,65,"Left",71,172,-0.13625021727421,0.445811738816824
10275,"Samba","24","France",65,69,"Left",73,174,0.618561436439848,0.731897343398344
10276,"Aaquist","23","Denmark",65,71,"Right",67,139,-1.64587352470233,0.0498949003918574
10277,"Lameiras","23","Portugal",65,71,"Left",69,154,-0.891061870988268,0.186447989397852
10278,"Hinestroza","29","Colombia",65,65,"Right",71,179,-0.13625021727421,0.445811738816824
10279,"Hingert","27","Australia",65,65,"Right",67,150,-1.64587352470233,0.0498949003918574
10280,"Drewes","25","Germany",65,70,"Right",76,192,1.75077891701094,0.960008000219213
10281,"Peszko","33","Poland",65,65,"Right",68,154,-1.2684676978453,0.102315489580169
10282,"Petkovi?","25","Montenegro",65,68,"Right",78,190,2.50559057072499,0.993887645754496
10283,"Xiaolong","32","ChinaPR",65,65,"Left",69,148,-0.891061870988268,0.186447989397852
10284,"Pezzi","28","Italy",65,65,"Right",71,165,-0.13625021727421,0.445811738816824
10285,"Hein","28","Germany",65,65,"Right",69,148,-0.891061870988268,0.186447989397852
10286,"Serje","22","Colombia",65,72,"Right",70,159,-0.513656044131239,0.303746244407079
10287,"Biankadi","23","Congo",65,72,"Right",71,172,-0.13625021727421,0.445811738816824
10288,"Miller","35","Scotland",65,65,"Right",74,170,0.995967263296877,0.84036697427128
10289,"Müller","28","Germany",65,65,"Right",72,165,0.241155609582819,0.595282742962414
10290,"Alk?l?ç","30","Turkey",65,65,"Right",70,137,-0.513656044131239,0.303746244407079
10291,"Kleinsorge","22","Germany",65,70,"Right",67,161,-1.64587352470233,0.0498949003918574
10292,"Dávila","26","Chile",65,66,"Left",68,152,-1.2684676978453,0.102315489580169
10293,"Vincent-Young","22","England",65,74,"Right",71,154,-0.13625021727421,0.445811738816824
10294,"Rajot","20","France",65,75,"Right",70,150,-0.513656044131239,0.303746244407079
10295,"Amini","25","Australia",65,70,"Right",69,165,-0.891061870988268,0.186447989397852
10296,"Ring","26","Sweden",65,65,"Left",72,163,0.241155609582819,0.595282742962414
10297,"Palomeque","24","Colombia",65,68,"Left",67,159,-1.64587352470233,0.0498949003918574
10298,"Rehfeldt","24","Germany",65,69,"Right",76,187,1.75077891701094,0.960008000219213
10299,"Gojani","25","Sweden",65,68,"Right",69,157,-0.891061870988268,0.186447989397852
10300,"Traoré","29","IvoryCoast",65,65,"Right",73,176,0.618561436439848,0.731897343398344
10301,"Sánchez","33","Chile",65,65,"Right",68,165,-1.2684676978453,0.102315489580169
10302,"Torrizales","26","Paraguay",65,68,"Right",70,165,-0.513656044131239,0.303746244407079
10303,"Leiva","24","Chile",65,68,"Left",71,170,-0.13625021727421,0.445811738816824
10304,"Röttger","32","Germany",65,65,"Right",69,168,-0.891061870988268,0.186447989397852
10305,"Duarte","24","Peru",65,70,"Right",72,174,0.241155609582819,0.595282742962414
10306,"Ceesay","30","Gambia",65,65,"Right",71,163,-0.13625021727421,0.445811738816824
10307,"Königshofer","29","Austria",65,65,"Right",76,196,1.75077891701094,0.960008000219213
10308,"Hoyos","29","Argentina",65,67,"Right",72,168,0.241155609582819,0.595282742962414
10309,"Murillo","25","Ecuador",65,67,"Left",67,154,-1.64587352470233,0.0498949003918574
10310,"Maximiano","19","Portugal",65,80,"Right",75,181,1.37337309015391,0.915181804492968
10311,"Peng","34","ChinaPR",65,65,"Right",74,187,0.995967263296877,0.84036697427128
10312,"Derstroff","26","Germany",65,66,"Left",72,165,0.241155609582819,0.595282742962414
10313,"Bjørdal","21","Norway",65,74,"Right",74,196,0.995967263296877,0.84036697427128
10314,"Skogseid","30","Norway",65,65,"Right",73,170,0.618561436439848,0.731897343398344
10315,"Hadžiahmetovi?","21","BosniaHerzegovina",65,78,"Right",70,154,-0.513656044131239,0.303746244407079
10316,"Balkovec","23","Slovenia",65,71,"Left",73,176,0.618561436439848,0.731897343398344
10317,"Jones","29","England",65,65,"Right",75,201,1.37337309015391,0.915181804492968
10318,"Sohm","26","Germany",65,66,"Right",73,170,0.618561436439848,0.731897343398344
10319,"Figueroa","19","Mexico",65,75,"Right",69,159,-0.891061870988268,0.186447989397852
10320,"Lorentzson","33","Sweden",65,65,"Right",70,159,-0.513656044131239,0.303746244407079
10321,"Al","25","SaudiArabia",65,67,"Right",70,183,-0.513656044131239,0.303746244407079
10322,"Mbemba","23","France",65,70,"Right",72,170,0.241155609582819,0.595282742962414
10323,"Rhyner","22","Switzerland",65,77,"Right",73,165,0.618561436439848,0.731897343398344
10324,"Wrzesi?ski","24","Poland",65,68,"Right",70,143,-0.513656044131239,0.303746244407079
10325,"Porath","21","Germany",65,73,"Right",70,150,-0.513656044131239,0.303746244407079
10326,"Rodríguez","22","Argentina",65,75,"Right",72,168,0.241155609582819,0.595282742962414
10327,"Mares","31","Mexico",65,65,"Left",67,152,-1.64587352470233,0.0498949003918574
10328,"Connolly","26","Ireland",65,69,"Right",73,170,0.618561436439848,0.731897343398344
10329,"Twumasi","24","Ghana",65,71,"Right",69,148,-0.891061870988268,0.186447989397852
10330,"Al","25","SaudiArabia",65,68,"Right",68,139,-1.2684676978453,0.102315489580169
10331,"Ki","26","KoreaRepublic",65,66,"Left",69,150,-0.891061870988268,0.186447989397852
10332,"Al","25","SaudiArabia",65,70,"Right",69,159,-0.891061870988268,0.186447989397852
10333,"Torres","25","Chile",65,68,"Left",69,154,-0.891061870988268,0.186447989397852
10334,"Haifeng","26","ChinaPR",65,66,"Left",72,157,0.241155609582819,0.595282742962414
10335,"Pernía","23","Venezuela",65,72,"Right",70,170,-0.513656044131239,0.303746244407079
10336,"Coyle","22","England",65,74,"Right",68,148,-1.2684676978453,0.102315489580169
10337,"Silva","28","Sweden",65,65,"Right",71,163,-0.13625021727421,0.445811738816824
10338,"Gnaka","19","IvoryCoast",65,78,"Left",70,141,-0.513656044131239,0.303746244407079
10339,"Bourhane","19","France",65,77,"Left",72,163,0.241155609582819,0.595282742962414
10340,"Stockley","24","England",65,68,"Right",74,174,0.995967263296877,0.84036697427128
10341,"Vásquez","32","Chile",65,65,"Right",67,154,-1.64587352470233,0.0498949003918574
10342,"De","25","Argentina",65,69,"Right",70,165,-0.513656044131239,0.303746244407079
10343,"Damsgaard","17","Denmark",65,79,"Right",71,143,-0.13625021727421,0.445811738816824
10344,"Kaká","27","Brazil",65,65,"Right",69,148,-0.891061870988268,0.186447989397852
10345,"Blair","29","England",65,65,"Right",70,163,-0.513656044131239,0.303746244407079
10346,"Petriccione","23","Italy",65,71,"Right",71,165,-0.13625021727421,0.445811738816824
10347,"Sambenito","26","Paraguay",65,65,"Right",69,159,-0.891061870988268,0.186447989397852
10348,"Schoissengeyr","23","Austria",65,69,"Right",77,203,2.12818474386796,0.983339115386145
10349,"Perdomo","21","Argentina",65,75,"Right",67,157,-1.64587352470233,0.0498949003918574
10350,"Röser","27","Germany",65,65,"Right",71,165,-0.13625021727421,0.445811738816824
10351,"Roux","25","NewZealand",65,69,"Right",71,157,-0.13625021727421,0.445811738816824
10352,"Valentín","21","Spain",65,79,"Right",71,161,-0.13625021727421,0.445811738816824
10353,"Valentín","23","Spain",65,71,"Right",70,143,-0.513656044131239,0.303746244407079
10354,"Ruíz","31","Mexico",65,65,"Right",70,170,-0.513656044131239,0.303746244407079
10355,"Min","28","KoreaRepublic",65,65,"Left",68,152,-1.2684676978453,0.102315489580169
10356,"Kippe","40","Norway",65,65,"Left",76,214,1.75077891701094,0.960008000219213
10357,"?ezní?ek","30","CzechRepublic",65,65,"Right",72,181,0.241155609582819,0.595282742962414
10358,"Al","27","SaudiArabia",65,65,"Right",70,157,-0.513656044131239,0.303746244407079
10359,"Acampora","24","Italy",65,72,"Left",70,172,-0.513656044131239,0.303746244407079
10360,"Alondro","30","Paraguay",65,65,"Left",74,187,0.995967263296877,0.84036697427128
10361,"Ferguson","18","Scotland",65,81,"Right",71,165,-0.13625021727421,0.445811738816824
10362,"Augustyniak","24","Poland",65,69,"Right",73,181,0.618561436439848,0.731897343398344
10363,"Cannon","22","England",65,74,"Right",69,163,-0.891061870988268,0.186447989397852
10364,"Woods","31","England",65,65,"Right",71,161,-0.13625021727421,0.445811738816824
10365,"Sabbi","20","UnitedStates",65,76,"Right",70,154,-0.513656044131239,0.303746244407079
10366,"McCrory","28","Ireland",65,65,"Left",73,179,0.618561436439848,0.731897343398344
10367,"Öztürk","28","Germany",65,65,"Right",75,192,1.37337309015391,0.915181804492968
10368,"Los","26","Spain",65,68,"Left",72,174,0.241155609582819,0.595282742962414
10369,"García","25","Colombia",65,66,"Right",72,163,0.241155609582819,0.595282742962414
10370,"Batsula","26","Ukraine",65,67,"Left",73,174,0.618561436439848,0.731897343398344
10371,"Kerschbaum","24","Austria",65,69,"Right",71,165,-0.13625021727421,0.445811738816824
10372,"Bakker","25","Netherlands",65,68,"Left",74,179,0.995967263296877,0.84036697427128
10373,"Silva","26","Brazil",65,69,"Right",75,183,1.37337309015391,0.915181804492968
10374,"Berry","25","England",65,68,"Right",70,159,-0.513656044131239,0.303746244407079
10375,"Cerqueira","25","Portugal",65,67,"Left",70,174,-0.513656044131239,0.303746244407079
10376,"Bidaoui","28","Morocco",65,65,"Right",66,139,-2.02327935155936,0.0215221772540829
10377,"Damià","22","Spain",65,71,"Right",70,163,-0.513656044131239,0.303746244407079
10378,"Jele","31","SouthAfrica",65,65,"Right",71,154,-0.13625021727421,0.445811738816824
10379,"Jones","31","England",65,65,"Left",74,196,0.995967263296877,0.84036697427128
10380,"Poussin","19","France",65,79,"Right",72,181,0.241155609582819,0.595282742962414
10381,"Edwards","24","England",65,69,"Right",74,168,0.995967263296877,0.84036697427128
